Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IRF1,IL12RB1_2,positive,N10,1,regulates,direct
IRF1,IL4,negative,"AJ, N10",1,regulates,direct
JAK1,STAT1,positive,"MSM, MX, P18",1,regulates,direct
JAK1,STAT1_2,positive,"MSM, MX, P18",1,regulates,direct
JAK3,STAT3,positive,MSM,1,regulates,direct
NFAT,FOXP3,positive,"AJ, N10",1,regulates,direct
NFAT,GATA3,positive,P18,1,regulates,direct
NFAT,IFNG,positive,"AJ, MX, N10, P18",1,regulates,direct
NFAT,IFNG_2,positive,"AJ, MX, N10, P18",1,regulates,direct
NFAT,IL10,positive,"AJ, N10",1,regulates,direct
NFAT,IL13,positive,AJ,1,regulates,direct
NFAT,IL17,positive,"AJ, N10",1,regulates,direct
NFAT,IL2,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL21,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL22,positive,AJ,1,regulates,direct
NFAT,IL2RA,positive,"AJ, N10",1,regulates,direct
NFAT,IL3,positive,AJ,1,regulates,direct
NFAT,IL31,positive,AJ,1,regulates,direct
NFAT,IL4,positive,"AJ, N10, P18",1,necessary,direct
NFAT,IL5,positive,AJ,1,regulates,direct
NFAT,IL9,positive,AJ,1,regulates,direct
NFAT,TGFB,positive,"AJ, N10",1,regulates,direct
NFKB,IFNG,positive,P18,1,regulates,direct
NFKB,IFNG_2,positive,P18,1,regulates,direct
NFKB,IL17,positive,"AJ, N10",1,regulates,direct
NFKB,IL2,positive,"AJ, N10, P18",1,regulates,direct
NFKB,IL2RA,positive,"AJ, N10",1,regulates,direct
NFKB,IL9,positive,AJ,1,regulates,direct
NOTCH1,CD4,positive,MSM,2,,indirect
NOTCH1,CD8,positive,MSM,2,,indirect
PU1,GATA3,negative,AJ,1,regulates,direct
PU1,IL9,positive,AJ,1,regulates,direct
RORGT,IL17,positive,"AJ, MSM, N10, P18",1,regulates,direct
RORGT,IL23R,positive,"AJ, N10",1,regulates,direct
RORGT,RORGT,positive,"MSM, N10",1,regulates,direct
RUNX3,CD4,negative,MSM,1,regulates,direct
RUNX3,CD8,positive,MSM,1,regulates,direct
RUNX3,EOMES,positive,MSM,1,regulates,direct
RUNX3,IFNG,positive,"AJ, N10",1,regulates,direct
RUNX3,IFNG_2,positive,"AJ, N10",1,regulates,direct
RUNX3,IL4,negative,"AJ, N10",1,regulates,direct
RUNX3,THPOK,negative,MSM,1,regulates,direct
SMAD2,FOXP3,positive,MSM,1,regulates,direct
SMAD2,RORGT,positive,MSM,1,regulates,direct
SMAD3,FOXP3,positive,"AJ, N10",1,regulates,direct
SMAD3,IL2RA,positive,"AJ, N10",1,regulates,direct
SMAD3,IL9,positive,AJ,1,regulates,direct
SOCS1,JAK1,negative,"MX, P18",1,regulates,direct
SOCS1,STAT5,negative,MSM,1,regulates,direct
SOCS1,STAT5_2,negative,MSM,1,regulates,direct
SOCS1,STAT6,negative,P18,1,regulates,direct
ST2,IL33R,positive,AJ,0,necessary,direct
STAT1,BCL6,positive,AJ,1,regulates,direct
STAT1,IRF1,positive,"AJ, N10",1,regulates,direct
STAT1,SOCS1,positive,"M06, MSM, MX, P18",1,regulates,direct
STAT1,STAT1,positive,M06,1,regulates,direct
STAT1,STAT1_2,positive,M06,0,necessary,
STAT1,TBET,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT1,TBET_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT1_2,BCL6,positive,AJ,1,regulates,direct
STAT1_2,IRF1,positive,"AJ, N10",1,regulates,direct
STAT1_2,SOCS1,positive,"MSM, MX, P18",1,regulates,direct
STAT1_2,TBET,positive,"AJ, MSM, MX, N10, P18",1,regulates,direct
STAT1_2,TBET_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT3,BCL6,positive,AJ,1,regulates,direct
STAT3,CMAF,positive,AJ,1,regulates,direct
STAT3,IL10,positive,"AJ, N10",1,regulates,direct
STAT3,IL17,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL1R1,positive,AJ,4,,assumption 
STAT3,IL21,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL22,positive,AJ,1,regulates,direct
STAT3,IL23,positive,N10,1,regulates,direct in the network sense
STAT3,IL23R,positive,"AJ, N10, P18",1,regulates,direct
STAT3,IL6,positive,AJ,1,regulates,direct
STAT3,RORGT,positive,"AJ, MSM, N10, P18",1,regulates,direct
STAT4,BCL6,positive,AJ,1,regulates,direct
STAT4,IFNG,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT4,IFNG_2,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT4,IL18R,positive,AJ,1,regulates,direct in the network sense
STAT4,IL21,positive,AJ,1,regulates,direct
STAT4,TBET,positive,P18,1,regulates,direct
STAT4,TBET_2,positive,P18,1,regulates,direct
STAT5,BCL6,negative,AJ,1,regulates,direct
STAT5,FOXP3,positive,"AJ, N10, P18",1,regulates,direct
STAT5,GATA3,positive,P18,1,regulates,direct
STAT5,IL17,negative,"AJ, N10, P18",1,regulates,direct
STAT5,IL2RA,positive,"AJ, N10",1,regulates,direct
STAT5,IL4,positive,AJ,1,regulates,direct
STAT5,IL4RA_2,positive,N10,2,,indirect
STAT5,RUNX3,positive,MSM,1,regulates,direct
STAT5,STAT5_2,positive,"AJ, N10",0,necessary,
STAT5,proliferation,positive,"AJ, N10",1,regulates,direct in the network sense
STAT5_2,FOXP3,positive,P18,1,regulates,direct
STAT5_2,GATA3,positive,P18,1,regulates,direct
STAT5_2,IL17,negative,P18,1,regulates,direct
STAT5_2,IL4RA_2,positive,N10,2,,indirect
STAT5_2,RUNX3,positive,MSM,1,regulates,direct
STAT5_2,proliferation,positive,"AJ, N10",1,regulates,direct in the network sense
STAT6,FOXP3,negative,AJ,1,regulates,direct
STAT6,GATA3,positive,"AJ, M06, MSM, MX, N10, P18",1,regulates,direct
STAT6,IL12RB2,negative,"AJ, N10",2,,indirect
STAT6,IL24,positive,AJ,1,regulates,direct
STAT6,IL31,positive,AJ,1,regulates,direct
STAT6,IL9,positive,AJ,1,regulates,direct
TBET,BCL6,negative,"AJ, MS15",1,regulates,direct
TBET,FOXP3,negative,MSM,1,regulates,direct
TBET,GATA3,negative,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IFNG,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IFNG_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET,IL2,negative,"AJ, N10, P18",1,regulates,direct
TBET,IL23R,negative,P18,1,regulates,direct
TBET,IL4,negative,"AJ, MS15, N10",1,regulates,direct
TBET,RORGT,negative,"MS15, MSM, P18",1,regulates,direct in the network sense
TBET,TBET_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",0,necessary,
TBET_2,BCL6,negative,"AJ, MS15",1,regulates,direct
TBET_2,FOXP3,negative,MSM,1,regulates,direct
TBET_2,GATA3,negative,"AJ, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IFNG,positive,"AJ, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IFNG_2,positive,"AJ, M06, MS15, MSM, MX, N10, P18",1,regulates,direct
TBET_2,IL2,negative,"AJ, N10, P18",1,regulates,direct
TBET_2,IL23R,negative,P18,1,regulates,direct
TBET_2,IL4,negative,"AJ, MS15, N10",1,regulates,direct
TBET_2,RORGT,negative,"MS15, MSM, P18",1,regulates,direct in the network sense
TCR,IKB,negative,"AJ, N10",1,regulates,direct in the network sense
TCR,IL7R,negative,MSM,1,regulates,direct in the network sense
TCR,NFAT,positive,"AJ, MSM, MX, N10, P18",1,regulates,direct in the network sense
TGFB,BCL6,negative,MS15,1,regulates,direct in the network sense
TGFB,TGFBR,positive,"AJ, MSM, N10",1,regulates,direct
TGFBR,PU1,positive,AJ,2,,indirect
TGFBR,SMAD2,positive,MSM,1,regulates,direct
TGFBR,SMAD3,positive,"AJ, N10",1,regulates,direct
TGFB_e,TGFBR,positive,"AJ, N10, P18",1,regulates,direct
THPOK,CD4,positive,MSM,1,regulates,direct
THPOK,CD8,negative,MSM,1,regulates,direct
THPOK,RUNX3,negative,MSM,1,regulates,direct
THPOK,THPOK,positive,MSM,1,regulates,direct
proliferation,IFNG,positive,"AJ, N10",4,,assumption
proliferation,IFNG_2,positive,"AJ, N10",4,,assumption
proliferation,IL10,positive,"AJ, N10",4,,assumption
proliferation,IL13,positive,AJ,4,,assumption
proliferation,IL17,positive,"AJ, N10",4,,assumption
proliferation,IL21,positive,"AJ, N10",4,,assumption
proliferation,IL22,positive,AJ,4,,assumption
proliferation,IL23,positive,N10,4,,assumption
proliferation,IL24,positive,AJ,4,,assumption
proliferation,IL25,positive,AJ,4,,assumption
proliferation,IL3,positive,AJ,4,,assumption
proliferation,IL31,positive,AJ,4,,assumption
proliferation,IL35,positive,AJ,4,,assumption
proliferation,IL4,positive,"AJ, N10",4,,assumption
proliferation,IL5,positive,AJ,4,,assumption
proliferation,IL6,positive,AJ,4,,assumption
proliferation,IL9,positive,AJ,4,,assumption
proliferation,TGFB,positive,"AJ, N10",4,,assumption
proliferation,proliferation,positive,"AJ, N10",4,,assumption
